LATITUDE,LONGITUDE,Trichodesmium nifH Gene (x106 copies m-3),UCYN-A nifH Gene (x106 copies m-3),UCYN-B nifH Gene (x106 copies m-3),DEPTH (m)
-22,166,0.0,444.13,0.0,3.0
-22,166,0.0,4.48,0.0,3.0
-22,166,0.0,4.69,0.0,3.0
-22,166,0.0,0.89,0.0,3.0
-22,166,0.0,7.4,0.0,3.0
-22,166,0.0,15.7,0.0,3.0
-22,166,0.0,125.12,0.0,3.0
-22,166,0.0,51.83,0.0,3.0
-22,166,0.0,0.02,0.0,3.0
-22,166,0.0,2.97,0.0,3.0
-22,166,0.0,117.41,0.0,3.0
-22,166,0.0,4.85,0.0,3.0
-22,166,0.0,1.0,0.0,3.0
-22,166,0.0,0.22,0.0,3.0
-22,166,0.0,0.02,0.0,3.0
-22,166,0.0,0.05,0.0,3.0
-22,166,0.0,0.31,0.0,3.0
-22,166,0.0,135.02,0.0,3.0
-22,166,0.0,379.71,0.0,3.0
-22,166,0.0,4.46,0.0,3.0
-22,166,0.0,2.53,0.0,3.0
-22,166,0.0,0.03,0.0,3.0
-22,166,0.0,4.67,0.0,3.0
-22,166,0.0,1.12,0.0,3.0
-22,166,0.0,1.8,0.0,3.0
-22,166,0.0,0.02,0.0,3.0
-22,166,0.0,21.15,0.0,3.0
-22,166,0.0,13.22,0.0,3.0
-22,166,0.0,110.33,0.0,3.0
-22,166,0.0,0.03,0.0,3.0
-22,166,0.0,0.04,0.0,3.0
-22,166,0.0,0.81,0.0,3.0
-22,166,0.0,0.0,0.0,3.0
-22,166,0.0,7.43,0.0,3.0
-22,166,0.0,88.71,0.0,3.0
-22,166,0.0,50.9,0.0,3.0
-22,166,0.0,0.54,0.0,3.0
-22,166,0.0,1.94,0.0,3.0
-22,166,0.0,0.05,0.0,3.0
-22,166,0.0,0.36,0.0,3.0
-22,166,0.0,0.03,0.0,3.0
-22,166,0.0,0.6,0.0,3.0
0,-170,0.0,0.0,0.0,0.0
0,-170,0.0,0.0,0.0,23.0
0,-170,0.0,0.0,0.0,39.0
0,-170,0.0,0.0,0.0,70.0
0,-170,0.0,0.0,0.0,104.0
-10,-170,0.0,0.0,0.0,0.0
-10,-170,0.0,0.0,0.0,25.0
-10,-170,3.98,0.0,0.0,51.0
-10,-170,0.0,0.0,0.0,108.0
-10,-170,1.26,0.0,0.0,158.0
-15,-170,0.0,0.0,0.0,0.0
-15,-170,0.0,0.0,0.0,25.0
-15,-170,0.0,0.0,0.0,50.0
-15,-170,0.0,0.0,0.0,117.0
-15,-170,0.0,0.0,0.0,175.0
-20,-170,10.0,0.0,79.43,0.0
-20,-170,12.59,12.59,25.12,27.0
-20,-170,12.59,100.0,19.95,54.0
-20,-170,1.58,0.63,2.51,114.0
-20,-170,0.0,0.0,1.0,168.0
-25,-170,199.53,7.94,125.89,0.0
-25,-170,125.89,39.81,158.49,22.0
-25,-170,50.12,501.19,50.12,48.0
-25,-170,6.31,0.0,3.98,89.0
-25,-170,0.0,0.0,3.98,134.0
-30,-170,2.51,100.0,0.0,0.0
-30,-170,3.16,125.89,0.0,24.0
-30,-170,0.0,125.89,0.0,48.0
-30,-170,0.0,0.0,0.0,92.0
-30,-170,0.0,0.0,0.0,130.0
-35,-170,0.0,158.49,0.0,0.0
-35,-170,0.0,199.53,0.0,20.0
-35,-170,0.0,199.53,0.0,44.0
-35,-170,0.0,0.0,0.0,96.0
-35,-170,0.0,0.0,0.0,147.0
-40,-170,0.0,6.31,0.0,0.0
-40,-170,0.0,0.0,0.0,18.0
-40,-170,0.0,0.0,0.0,41.0
-40,-170,0.0,0.0,0.0,81.0
-40,-170,0.0,0.0,0.0,122.0
0,-135,0.0,0.0,0.0,0.0
0,-135,0.0,0.0,0.0,15.0
0,-135,0.0,0.0,0.0,29.0
0,-135,0.0,0.0,0.0,63.0
0,-135,0.0,0.0,0.0,96.0
-8,-128,0.0,0.0,0.0,0.0
-8,-128,0.0,0.0,0.0,11.0
-8,-128,0.0,0.0,0.0,26.0
-8,-128,0.0,0.0,0.0,69.0
-8,-128,0.0,0.0,0.0,115.0
-15,-120,0.0,0.0,0.0,0.0
-15,-120,0.0,0.0,0.0,10.0
-15,-120,0.0,0.0,0.0,24.0
-15,-120,0.0,0.0,0.0,62.0
-15,-120,0.0,0.0,0.0,107.0
-20,-120,0.0,0.0,0.0,0.0
-20,-120,0.0,0.0,0.0,18.0
-20,-120,0.0,0.0,0.0,35.0
-20,-120,0.0,0.0,0.0,81.0
-20,-120,0.0,0.0,0.0,140.0
-23,-120,0.0,0.0,0.0,0.0
-23,-120,0.0,0.0,0.0,16.0
-23,-120,0.0,0.0,0.0,42.0
-23,-120,0.0,0.0,0.0,155.0
-23,-120,0.0,0.0,0.0,195.0
-26,-120,0.0,100.0,0.0,0.0
-26,-120,0.0,251.19,0.0,41.0
-26,-120,0.0,15.85,1.26,81.0
-26,-120,0.0,0.0,0.0,158.0
-26,-120,0.0,0.0,0.0,215.0
-30,-120,0.0,31.62,0.0,0.0
-30,-120,0.0,100.0,0.0,29.0
-30,-120,0.0,19.95,0.0,43.0
-30,-120,0.0,0.0,0.0,113.0
-30,-120,0.0,0.0,0.0,168.0
-30,-107,0.0,0.0,0.0,0.0
-30,-107,0.0,0.0,0.0,25.0
-30,-107,0.0,15.85,0.0,59.0
-30,-107,0.0,0.0,0.0,135.0
-30,-107,0.0,0.0,0.0,195.0
-30,-100,0.0,0.0,0.0,0.0
-30,-100,0.0,0.0,0.0,14.0
-30,-100,0.0,0.0,0.0,47.0
-30,-100,0.0,0.0,0.0,110.0
-30,-100,0.0,0.0,0.0,171.0
-23,-100,0.0,0.0,0.0,0.0
-23,-100,0.0,0.0,0.0,29.0
-23,-100,0.0,0.0,0.0,72.0
-23,-100,0.0,0.0,0.0,145.0
-23,-100,0.0,0.0,0.0,205.0
-20,-100,0.0,0.0,0.0,0.0
-20,-100,5.01,0.0,0.0,19.0
-20,-100,0.0,0.0,0.0,46.0
-20,-100,0.0,0.0,0.0,120.0
-20,-100,0.0,0.0,0.0,177.0
66,-169,0.0,0.1,0.0,0.0
66,-169,0.0,0.13,0.0,10.2
66,-169,0.0,0.25,0.0,19.3
66,-169,0.0,0.0,0.0,29.2
68,-169,0.0,0.1,0.0,0.0
68,-169,0.0,0.0,0.0,15.0
68,-169,0.0,0.4,0.0,24.9
68,-169,0.0,0.13,0.0,35.0
70,-169,0.0,1.26,0.0,0.0
70,-169,0.0,3.16,0.0,10.9
70,-169,0.0,0.0,0.0,22.0
70,-169,0.0,0.2,0.0,30.0
71,-158,0.0,1.0,0.0,0.0
71,-158,0.0,0.63,0.0,8.3
71,-158,0.0,1.0,0.0,18.0
71,-158,0.0,1.0,0.0,27.8
72,-158,0.0,0.5,0.0,0.0
72,-158,0.0,1.58,0.0,9.6
72,-158,0.0,0.13,0.0,23.7
72,-158,0.0,0.0,0.0,39.7
72,-169,0.0,0.08,0.0,0.0
72,-169,0.0,0.13,0.0,12.0
72,-169,0.0,0.0,0.0,22.4
72,-169,0.0,0.0,0.0,37.1
67,-169,0.0,0.0,0.0,0.0
67,-169,0.0,0.0,0.0,15.3
67,-169,0.0,0.0,0.0,25.7
67,-169,0.0,0.0,0.0,35.2
72,-155,0.0,1.0,0.0,0.0
72,-155,0.0,1.58,0.0,9.0
72,-155,0.0,1.0,0.0,18.1
72,-155,0.0,1.58,0.0,28.7
72,-155,0.0,1.0,0.0,0.0
72,-155,0.0,0.0,0.0,16.0
72,-155,0.0,0.16,0.0,38.1
72,-155,0.0,0.0,0.0,63.7
72,-155,0.0,0.32,0.0,0.0
72,-155,0.0,0.0,0.0,26.0
72,-155,0.0,0.1,0.0,41.4
72,-155,0.0,0.16,0.0,60.0
72,-155,0.0,0.13,0.0,0.0
72,-155,0.0,0.08,0.0,19.4
72,-155,0.0,0.5,0.0,34.3
72,-155,0.0,0.32,0.0,51.8
72,-155,0.0,0.0,0.0,0.0
72,-155,0.0,0.0,0.0,25.0
72,-155,0.0,0.16,0.0,48.7
72,-155,0.0,0.0,0.0,69.0
72,-156,0.0,0.0,0.0,0.0
72,-156,0.0,0.0,0.0,16.9
72,-156,0.0,0.16,0.0,34.5
72,-156,0.0,0.32,0.0,54.0
72,-156,0.0,0.0,0.0,0.0
72,-156,0.0,1.0,0.0,12.0
72,-156,0.0,1.0,0.0,28.1
72,-156,0.0,0.16,0.0,45.0
72,-154,0.0,0.0,0.0,0.0
72,-154,0.0,0.0,0.0,19.8
72,-154,0.0,0.0,0.0,39.9
72,-154,0.0,0.0,0.0,62.7
72,-156,0.0,0.5,0.0,0.0
72,-156,0.0,0.2,0.0,17.8
72,-156,0.0,0.0,0.0,39.9
72,-156,0.0,0.08,0.0,66.1
73,-158,0.0,0.0,0.0,0.0
73,-158,0.0,0.0,0.0,29.6
73,-158,0.0,0.0,0.0,60.6
73,-158,0.0,0.0,0.0,82.2
73,-162,0.0,0.0,0.0,0.0
73,-162,0.0,0.0,0.0,19.7
73,-162,0.0,0.0,0.0,45.8
73,-162,0.0,0.0,0.0,71.3
73,-161,0.0,0.16,0.0,0.0
73,-161,0.0,0.0,0.0,20.3
73,-161,0.0,0.1,0.0,44.7
73,-161,0.0,0.0,0.0,71.6
73,-160,0.0,0.0,0.0,0.0
73,-160,0.0,0.08,0.0,24.6
73,-160,0.0,0.0,0.0,57.1
73,-160,0.0,0.0,0.0,90.2
74,-167,0.0,0.0,0.0,0.0
74,-167,0.0,0.0,0.0,27.7
74,-167,0.0,0.0,0.0,57.0
74,-167,0.0,0.0,0.0,87.3
32,127,0.0,0.0,0.0,0.0
33,126,0.0,0.0,0.0,0.0
33,125,0.02,0.0,0.0,0.0
32,125,0.0,0.0,0.0,0.0
32,126,0.0,0.0,0.0,0.0
31,126,0.0,0.0,0.0,0.0
31,126,0.0,0.0,0.0,0.0
33,139,0.01,0.84,0.19,5.0
31,139,0.0,0.76,0.2,5.0
31,133,0.01,1.07,0.17,0.0
31,133,0.01,1.36,0.21,5.0
32,132,0.01,2.46,0.23,0.0
30,130,0.0,0.37,0.49,0.0
30,129,0.02,0.32,0.59,0.0
30,128,0.0,0.0,0.0,0.0
31,128,0.0,0.0,0.0,0.0
32,126,0.0,0.0,0.0,0.0
30,127,0.0,0.0,0.0,0.0
30,127,0.0,0.27,0.46,0.0
29,128,0.0,0.29,0.76,0.0
29,128,0.0,1.07,0.24,0.0
25,123,0.0,16.5,0.65,0.0
26,126,0.0,1.47,0.8,0.0
27,126,0.0,16.74,0.82,0.0
27,125,0.01,13.69,0.48,0.0
29,126,0.0,0.0,0.0,0.0
29,126,0.02,0.0,0.12,0.0
29,127,0.01,0.5,0.15,0.0
29,127,0.0,0.69,0.0,0.0
28,127,0.0,0.0,0.0,0.0
28,127,0.0,0.77,0.26,0.0
28,128,0.0,2.03,0.15,0.0
29,131,0.0,9.45,0.0,0.0
29,131,0.01,0.0,0.0,0.0
30,129,0.0,0.0,0.0,0.0
31,129,0.0,0.0,0.0,0.0
32,129,0.0,0.0,0.0,5.0
33,130,0.0,0.0,0.0,2.5
33,129,0.01,0.13,0.0,2.5
32,129,0.0,0.14,0.0,0.0
32,129,0.0,0.0,0.0,0.0
32,128,0.0,0.0,0.0,0.0
32,128,0.0,0.0,0.0,0.0
32,129,0.0,0.0,0.0,2.5
32,129,0.01,0.0,0.39,0.0
32,129,0.01,0.0,0.35,2.5
-18,160,0.0,0.0,0.0,0.0
-18,160,4748.5,0.0,409.33,5.0
-18,160,1644.4,0.0,165.47,9.0
-18,160,2105.23,0.0,444.92,16.0
-18,160,664.31,0.93,889.0,35.0
-18,160,1.53,27.3,2.15,70.0
-18,160,0.0,0.0,0.53,105.0
-19,162,0.0,0.0,0.0,0.0
-19,162,321.17,0.0,225.39,5.0
-19,162,762.75,0.0,139.83,9.0
-19,162,0.0,0.0,68.54,15.0
-19,162,0.0,0.2,143.68,36.0
-19,162,13.76,4.97,1.62,70.0
-19,162,1.88,0.0,1.61,105.0
-20,165,0.0,0.0,0.0,0.0
-20,165,9413.54,0.0,37.57,5.0
-20,165,8850.35,0.0,27.24,9.0
-20,165,9.97,0.0,1.35,16.0
-20,165,0.0,0.0,14.79,35.0
-20,165,11.47,0.24,0.64,70.0
-20,165,11.66,0.0,0.55,105.0
-19,165,0.0,0.0,0.0,0.0
-19,165,65.66,0.0,0.0,4.0
-19,165,1130.32,0.0,0.0,9.0
-19,165,776.62,0.0,0.0,16.0
-19,165,645.19,0.0,0.11,35.0
-19,165,55.64,0.0,0.24,70.0
-19,165,5.58,0.0,0.0,105.0
-20,168,0.0,0.0,0.0,0.0
-20,168,100.27,0.01,0.37,5.0
-20,168,228.21,0.0,0.51,10.0
-20,168,437.39,0.15,0.74,15.0
-20,168,229.53,12.23,3.31,35.0
-20,168,4.24,0.26,0.17,70.0
-20,168,0.94,0.0,0.0,105.0
-22,170,518.77,0.0,22.82,0.0
-22,170,420.2,0.0,7.47,5.0
-22,170,895.1,0.0,18.99,10.0
-22,170,740.17,0.0,8.75,16.0
-22,170,346.36,0.97,6.8,35.0
-22,170,6.68,0.0,0.59,70.0
-22,170,0.0,0.04,0.48,105.0
-21,172,268.53,0.0,2166.61,0.0
-21,172,655.53,0.0,1167.44,5.0
-21,172,502.04,0.0,1966.46,10.0
-21,172,69.93,0.01,2337.85,16.0
-21,172,36.04,2.53,241.05,35.0
-21,172,5.73,40.18,3.57,70.0
-21,172,0.42,0.0,3.22,105.0
-21,174,276.24,0.0,2783.69,0.0
-21,174,302.43,0.0,1578.78,5.0
-21,174,370.07,0.0,2369.02,12.0
-21,174,57.98,0.0,290.88,21.0
-21,174,17.83,2.49,72.52,45.0
-21,174,1.59,0.2,1.43,90.0
-21,174,0.22,0.0,1.06,119.0
-21,176,0.0,0.15,8.27,0.0
-21,176,3585.83,0.0,2.91,4.0
-21,176,1946.09,0.0,4.27,12.0
-21,176,282.65,0.8,9.11,21.0
-21,176,193.41,139.57,176.76,45.0
-21,176,5.88,11.41,0.85,90.0
-21,176,1.31,0.0,0.31,135.0
-21,179,0.0,0.12,163.65,0.0
-21,179,0.0,0.05,160.22,5.0
-21,179,0.0,0.06,227.33,12.0
-21,179,0.0,0.36,127.74,21.0
-21,179,0.0,8.9,163.51,45.0
-21,179,0.0,2.49,5.01,90.0
-21,179,0.0,0.3,2.12,131.0
-20,-179,910.51,0.0,1.14,0.0
-20,-179,903.43,0.0,0.76,5.0
-20,-179,711.04,0.0,1.05,12.0
-20,-179,397.02,0.0,0.71,21.0
-20,-179,127.08,1.78,18.42,45.0
-20,-179,0.98,1.63,0.31,90.0
-20,-179,0.0,0.0,0.28,133.0
-20,-176,170.75,0.0,13.04,0.0
-20,-176,508.74,0.0,32.91,5.0
-20,-176,267.36,0.0,10.24,12.0
-20,-176,350.02,0.02,34.41,21.0
-20,-176,28.96,0.51,106.57,44.0
-20,-176,0.31,0.55,0.27,90.0
-20,-176,0.55,0.0,0.19,135.0
-20,-173,129.71,0.0,115.09,0.0
-20,-173,72.88,0.0,129.9,4.0
-20,-173,175.79,0.0,108.8,11.0
-20,-173,459.15,0.04,377.47,19.0
-20,-173,294.7,36.42,212.71,45.0
-20,-173,0.0,0.11,0.32,85.0
-20,-173,0.0,0.0,0.21,128.0
-18,-171,288.96,0.0,0.58,0.0
-18,-171,189.37,0.0,0.25,5.0
-18,-171,292.95,0.0,1.35,7.0
-18,-171,493.29,0.0,1.53,12.0
-18,-171,502.54,0.0,1.78,27.0
-18,-171,10.46,0.01,0.13,56.0
-18,-171,0.68,0.0,0.11,82.0
-18,-169,0.0,0.0,0.0,0.0
-18,-169,6.41,0.0,9.1,5.0
-18,-169,51.42,0.0,19.65,15.0
-18,-169,14.18,0.0,9.24,25.0
-18,-169,0.0,0.0,0.33,45.0
-18,-169,0.0,0.0,0.18,65.0
-18,-169,0.0,0.0,0.18,85.0
-18,-166,0.0,0.0,4.2,0.0
-18,-166,0.0,0.0,3.64,6.0
-18,-166,0.0,0.0,1.76,16.0
-18,-166,0.0,0.0,1.95,27.0
-18,-166,0.74,117.31,578.55,60.0
-18,-166,0.0,0.0,0.34,120.0
-18,-166,0.0,0.0,0.0,180.0
-18,-163,0.0,0.0,0.35,0.0
-18,-163,0.0,0.0,0.0,5.0
-18,-163,0.0,0.0,0.0,15.0
-18,-163,0.0,0.0,0.25,25.0
-18,-163,0.0,0.0,0.0,56.0
-18,-163,0.0,0.0,0.18,110.0
-18,-163,0.0,0.0,0.0,165.0
-18,-160,0.0,0.0,0.18,0.0
-18,-160,0.0,0.0,0.12,6.0
-18,-160,0.0,0.0,0.0,16.0
-18,-160,0.0,0.0,0.47,26.0
-18,-160,0.0,0.0,0.0,58.0
-18,-160,0.0,0.0,0.0,116.0
-18,-160,0.0,0.0,0.0,174.0
65,-167,0.0,0.0,0.0,2.0
72,-165,0.0,0.0,0.0,2.0
74,-164,0.0,0.0,0.0,2.0
72,-165,0.0,0.0,0.0,2.0
73,-161,0.0,0.0,0.0,2.0
72,-163,0.0,0.0,0.0,2.0
72,-158,0.0,0.0,0.0,2.0
72,-159,0.0,0.0,0.0,2.0
73,-161,0.0,0.0,0.0,2.0
74,-163,0.0,0.0,0.0,2.0
72,-155,0.0,0.0,0.0,2.0
72,-156,0.0,0.0,0.0,2.0
73,-158,0.0,0.0,0.0,2.0
74,-160,0.0,0.0,0.0,2.0
72,-152,0.0,0.0,0.0,2.0
73,-154,0.0,0.0,0.0,2.0
74,-156,0.0,0.0,0.0,2.0
75,-156,0.0,0.0,0.0,2.0
74,-152,0.0,0.0,0.0,2.0
75,-155,0.0,0.0,0.0,2.0
75,-152,0.0,0.0,0.0,2.0
72,-165,0.0,0.0,0.0,27.0
74,-164,0.0,0.0,0.0,25.0
72,-165,0.0,0.0,0.0,24.0
71,-161,0.0,0.0,0.0,20.0
72,-163,0.0,0.0,0.0,22.0
72,-158,0.0,0.0,0.0,27.0
72,-159,0.0,0.0,0.0,26.0
73,-161,0.0,0.0,0.0,29.0
74,-163,0.0,0.0,0.0,17.0
72,-155,0.0,0.0,0.0,23.0
72,-156,0.0,0.0,0.0,38.0
73,-158,0.0,0.0,0.0,34.0
74,-160,0.0,0.0,0.0,33.0
72,-152,0.0,0.0,0.0,35.0
73,-154,0.0,0.0,0.0,25.0
74,-156,0.0,0.0,0.0,28.0
75,-156,0.0,0.0,0.0,35.0
74,-152,0.0,0.0,0.0,35.0
-9,-137,0.0,0.027,0.0,5.0
-12,-134,0.0,0.0,0.0,5.0
-13,-132,0.0,0.0,0.0,70.0
-15,-130,0.0,0.0,0.0,5.0
-17,-128,0.0,0.0,0.0,5.0
-20,-123,0.0,0.0,0.0,5.0
-22,-122,0.0,0.0,0.0,5.0
-26,-114,0.0,0.184,0.0,5.0
-28,-105,0.0,0.0,0.0,5.0
-30,-102,0.0,0.0,0.0,5.0
-30,-99,0.0,0.0,0.0,5.0
-31,-96,0.0,0.0,0.0,5.0
-32,-91,0.0,0.0,0.0,5.0
57,16,0.0,0.0,0.0,4.0
57,16,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,18,0.0,0.0,0.0,4.0
57,18,0.0,0.0,0.0,4.0
57,16,0.0,0.0,0.0,4.0
57,16,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,18,0.0,0.0,0.0,4.0
57,18,0.0,0.0,0.0,4.0
57,16,0.0,0.0,0.0,4.0
57,16,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,18,0.0,0.0,0.0,4.0
57,18,0.0,0.0,0.0,4.0
57,16,0.0,0.0,0.0,4.0
57,16,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,18,0.0,0.0,0.0,4.0
57,18,0.0,0.0,0.0,4.0
57,16,0.0,0.0,0.0,4.0
57,16,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,18,0.0,0.0,0.0,4.0
57,18,0.0,0.0,0.0,4.0
57,20,0.0,0.0,0.0,1.0
57,20,0.0,0.0,0.0,1.0
57,20,0.0,0.0,0.0,1.0
57,20,0.0,0.0,0.0,1.0
57,20,0.0,0.0,0.0,1.0
57,20,0.0,0.0,0.0,1.0
57,20,0.0,0.0,0.0,1.0
57,20,0.0,0.0,0.0,1.0
57,20,0.0,0.0,0.0,1.0
57,20,0.0,0.0,0.0,1.0
57,20,0.0,0.0,0.0,1.0
57,20,0.0,0.0,0.0,1.0
57,20,0.0,0.0,0.0,1.0
57,16,0.0,0.0,0.0,4.0
57,16,0.0,0.0,0.0,4.0
57,16,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,17,0.0,0.0,0.0,4.0
57,18,0.0,0.0,0.0,4.0
57,18,0.0,0.0,0.0,4.0
57,18,0.0,0.0,0.0,4.0
23,-158,7.638,0.1937,0.0,5.0
23,-158,2.9866,186.371,1.6339,25.0
23,-158,1.0763,111.2326,2.0105,45.0
23,-158,2.5366,55.7596,3.377,75.0
23,-158,0.0121,6.9798,0.2615,100.0
23,-158,0.0,0.1403,0.0352,125.0
23,-158,0.0,0.421,0.01,150.0
23,-158,0.0,0.1983,0.0364,175.0
23,-158,0.0,0.0,0.01,200.0
23,-158,16.0651,93.4519,36.2096,5.0
23,-158,8.1614,93.4519,44.3669,25.0
23,-158,1.5013,7.627,873.3262,45.0
23,-158,1.403,7.1276,362.0958,75.0
23,-158,0.0,1.7191,1.3111,100.0
23,-158,0.0,0.0,0.0,175.0
23,-158,66.6085,387.4675,0.0444,5.0
23,-158,150.1311,210.6345,0.1501,25.0
23,-158,25.8086,131.1134,0.2106,45.0
23,-158,5.8171,21.0634,0.0,75.0
23,-158,2.1063,29.5521,0.0,100.0
23,-158,0.1225,0.6225,0.0,125.0
23,-158,0.0,0.8161,0.0,150.0
23,-158,0.8808,99.3975,4.5034,25.0
23,-158,671.0759,53.0163,17.4369,25.0
23,-158,2387.5515,721.5521,0.1944,25.0
23,-158,24.7572,109.4889,1.4812,25.0
23,-158,7.7583,90.2362,177.5595,25.0
23,-158,17.2274,45.8582,114.9125,25.0
23,-158,1602.2283,186.3551,21.1573,25.0
23,-158,151.7408,875.5022,1.5545,25.0
23,-158,57.004,1490.1444,1.1082,25.0
23,-158,59.109,120.6049,0.8702,25.0
23,-158,1.6315,74.3689,67.5144,25.0
23,-158,10.7522,32.6916,104.3212,25.0
23,-158,6.019,249.0723,9.7612,25.0
23,-158,804.4736,687.4963,1.3446,25.0
22,-158,661.9624,1.9201,6.014,5.0
22,-158,97.63,17.0314,1.5179,5.0
23,-158,197.6211,578.762,1.3725,5.0
23,-158,211.3489,7.3564,4.9166,5.0
23,-158,285.9236,11.7715,10.6435,5.0
23,-158,473.1513,57.0493,21.5443,5.0
23,-158,1.0491,374.0388,0.3831,5.0
23,-158,97.63,45.099,15.9251,5.0
7,-51,0.39,0.97,2.3,70.0
7,-51,1.6,0.41,2.5,60.0
7,-51,1.3,1.4,1.4,50.0
7,-51,93.0,6.5,1.0,30.0
7,-51,130.0,5.2,9.1,20.0
7,-51,51.0,1.7,9.7,10.0
10,-55,0.46,0.01,0.19,60.0
10,-55,0.13,0.21,0.55,40.0
10,-55,0.2,0.055,0.35,30.0
10,-55,3.8,0.01,1.8,20.0
10,-55,39.0,0.11,2.2,10.0
10,-55,17.0,0.012,4.9,0.0
11,-56,0.0,0.027,0.01,90.0
11,-56,0.0,0.48,0.01,75.0
11,-56,0.0,0.0,0.01,50.0
11,-56,1.3,3.3,2.5,30.0
11,-56,0.093,2.6,0.0,13.0
8,-54,0.0,0.16,0.01,90.0
8,-54,0.074,1.3,0.31,65.0
8,-54,1.9,1.1,0.27,45.0
8,-54,3.8,0.0,0.0,30.0
8,-54,0.0,0.76,0.043,15.0
8,-54,0.0,0.0,0.0,0.0
11,-54,0.01,0.0,0.01,88.0
11,-54,2.2,0.0,3.8,70.0
11,-54,7.7,0.16,1.6,60.0
11,-54,0.2,0.01,3.0,45.0
11,-54,36.0,0.01,0.0,25.0
11,-54,14.0,0.1,0.34,10.0
11,-52,0.0,0.01,0.0,110.0
11,-52,0.0,14.0,0.0,90.0
11,-52,3.0,190.0,0.01,75.0
11,-52,0.58,220.0,0.21,50.0
11,-52,2.3,260.0,0.13,35.0
11,-52,0.0,0.01,0.01,20.0
11,-50,0.0,0.0,0.0,90.0
11,-50,0.28,0.1,0.21,70.0
11,-50,2.7,11.0,8.1,50.0
11,-50,44.0,6.0,13.0,35.0
11,-50,140.0,7.8,6.5,15.0
11,-50,1400.0,15.0,15.0,5.0
10,-48,4.6,40.0,11.0,75.0
10,-48,420.0,93.0,1300.0,45.0
10,-48,220.0,74.0,660.0,30.0
10,-48,2000.0,230.0,490.0,15.0
10,-48,81.0,12.0,260.0,5.0
9,-56,0.0,0.0,0.0,80.0
9,-56,0.0,0.0,0.01,65.0
9,-56,0.0,0.01,0.01,45.0
9,-56,0.0,0.0,0.01,25.0
9,-56,0.0,0.0,0.0,10.0
9,-56,11.0,0.0,0.0,0.0
11,-55,3.7,0.01,0.01,70.0
11,-55,2.1,0.0,0.0,45.0
11,-55,26.0,0.47,0.18,30.0
11,-55,55.0,1.4,0.15,15.0
11,-54,0.0,0.01,0.24,15.0
11,-52,0.0,0.0,0.0,10.0
7,-50,0.0,0.056,0.55,20.0
9,-52,0.25,3.4,0.68,0.0
13,-56,39.0,0.0,2.9,5.0
8,-55,0.0,0.0,0.0,10.0
10,-56,0.49,0.01,0.01,10.0
12,-56,0.17,0.15,13.0,20.0
8,-54,0.64,0.0,0.0,0.0
10,-57,0.093,0.15,0.0,5.0
34,-129,0.0,7.2736,0.0184,10.0
34,-129,0.0,4.5158,0.3395,20.0
34,-129,0.0,10.3044,1.5823,40.0
34,-129,0.0,5.7667,0.1871,60.0
34,-129,0.0,0.122,0.0,80.0
34,-129,0.0,0.0,0.3569,100.0
35,29,100.0,0.0,0.0,40.0
35,29,1000.0,0.0,0.0,60.0
35,29,0.0,0.0,0.0,80.0
35,29,0.0,0.0,0.0,20.0
35,29,0.0,0.0,0.0,100.0
35,29,0.0,0.0,0.0,0.0
2,6,21.0,0.0,0.01,1.0
2,6,0.0,0.0,0.0,40.0
0,6,0.46,11.0,0.01,1.0
0,6,3.81,0.42,0.0,38.0
-2,8,0.0,12.0,0.0,0.0
-6,8,8.0,0.01,0.0,2.0
-6,8,0.083,0.0,0.0,29.0
-6,6,25.0,0.7,0.0,0.0
-5,2,14.0,0.0,0.0,0.0
-5,2,0.0,0.0,0.0,39.0
-2,2,0.37,9.5,0.01,0.0
-2,2,0.037,7.2,0.0,39.0
1,2,17.0,17.0,0.2,0.0
1,2,2.1,5.9,0.038,17.0
1,2,0.012,0.0,0.01,36.0
4,2,46.0,0.0,2.0,1.0
4,2,2.1,0.01,5.2,20.0
4,2,6.7,4.5,0.33,39.0
5,2,61.0,0.0,3.2,1.0
